AÑO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2011,3778,Popayán,53231,102.47,101.69,61.65,100.16,82.5,50.39,117.51,94.92,122.96,124.59,101.35,18.82,54.69,2.78,1.48,1.83,3.49,4.47,96.73,98.52,98.02,96.28,93.08,0.49,0,0.15,0.23,2.45,1.74,0.33,1.71,2.31,0.89
2017,3778,Popayán,48116,107.91,107.86,67.17,107.11,92.37,54.77,122.02,107.27,126.54,127.08,108.95,25.092,70.31,1.35,1.51,1.21,1.56,1.13,95.22,98.24,96.23,93.57,94.74,3.43,0.25,2.56,4.87,4.13,3.33,0.68,2.38,5.35,2.32
2015,3778,Popayán,49713,102.77,102.75,59.89,101.37,86.7,47.34,117.43,95.42,122.99,123.56,103.07,23.33,96.06,1.76,1.27,1.07,2.79,1.61,96.4,98.66,97.93,94.11,96.01,1.84,0.07,1,3.1,2.39,6.56,2.31,5.16,10.07,4.07
2012,3778,Popayán,52460,101738467403736,101.38,65.14,98.57,84.31,46.93,119.15,65.14,98.57,84.31,46.93,18.59,34.38,5.33,3.72,3.26,6.91,8.57,93.45,96.28,96.01,91.14,89.91,1.22,0,0.73,1.94,1.51,1.93,0.19,1.93,2.47,1.36
2016,3778,Popayán,48923,107.31,107.27,63.19,105.73,90.9,52.71,125.15,100.24,129.99,132.01,112.25,23.064,97.64,2.39,2.53,1.8,3.23,2.06,96.49,97.47,97.17,95.16,97.31,1.12,,1.04,1.61,0.63,3.7,0.44,2.73,6.02,2.32
2014,3778,Popayán,50467,102.16,102.08,56.46,100.41,86.77,48.44,119.62,94.68,122.51,128.17,107.59,24.11,70.87,3.43,2.97,2.43,4.61,3.93,96.44,97.03,97.41,95.34,95.76,0.13,0,0.16,0.05,0.32,2.81,0.81,2.54,3.67,2.45
2013,3778,Popayán,51210,102.16,102.11,63.31,96.75,85.42,55.7,120.89,101.28,123.2,125.36,115.45,34.24,31.5,3.56,3.45,2.23,5.03,4.21,95.56,96.55,97.56,93.32,94.18,0.88,0,0.21,1.65,1.61,2.25,0.64,1.88,3.07,2.2
2017,3826,Putumayo (ETC),91161,75.25,75.24,39.01,71.89,63.92,33.63,88.54,75.55,93,93.8,73.4,27.3,16.36,5.74,5.74,4.07,7.98,5.7,88.12,94.07,91.11,82.49,89.11,6.14,0.2,4.82,9.53,5.19,2.65,0.53,2.31,3.89,1.68
2014,3826,Putumayo (ETC),92368,77.72,77.71,36.98,76.41,63.22,28.53,90.13,75.09,98.89,95.06,65.79,28.41,18.04,4.33,4.1,3.4,5.76,4.23,94.59,95.9,95.96,92.48,93.92,1.08,0,0.64,1.76,1.85,1.03,0.25,1,1.33,0.73
2013,3826,Putumayo (ETC),92887,76.96,76.96,36.82,76.77,60.32,27.69,89.83,80.15,99.83,92.02,65.13,55.79,7.51,5.68,6.25,4.5,7.44,5.41,88.53,93.44,91.13,83.57,87.73,5.79,0.32,4.38,8.98,6.86,0.98,0.37,0.92,1.34,0.56
2015,3826,Putumayo (ETC),91874,76.71,76.7,35.59,75.52,63.09,29.54,88.74,72.48,95.92,94.84,66.7,27.77,25.27,5.26,6.29,4.45,6.46,4.3,89.23,93.37,91.54,84.79,90.31,5.51,0.34,4.02,8.75,5.39,3.37,0.78,2.97,4.91,1.9
2011,3826,Putumayo (ETC),93828,80.46,80.46,49.15,82.17,56.36,27.24,93.62,82.42,110.23,90.71,62.85,21.18,15.53,4.18,3.24,3.61,5.63,3.31,95.61,96.76,96.35,94.37,94.5,0.21,0,0.04,0,2.19,0.85,0.19,0.74,1.2,0.82
2012,3826,Putumayo (ETC),93570,781703537458587,78.17,48.82,78.95,57.46,27.28,93.12,48.82,78.95,57.46,27.28,23.77,15.83,6.16,6.05,5.63,7.44,4.88,89.6,93.67,91.34,85.37,90.23,4.24,0.28,3.04,7.19,4.89,1.04,0.19,0.76,1.79,0.98
2016,3826,Putumayo (ETC),91441,76.11,76.09,34.27,73.99,64.26,32.65,87.8,70.36,92.53,95.51,69.27,26.859,16.08,7.53,7.57,6.66,9.18,5.91,86.13,92.2,88.75,80.76,88.1,6.34,0.23,4.59,10.06,6,2.56,1.37,2.34,3.55,1.1
2013,4382,Quibdó ,34170,92.06,92.05,74.28,89.56,70.92,33.45,104.65,106.97,113.57,105.35,77.2,35.72,48.41,3.6,0.5,4.13,4.08,2.15,88.83,99.1,89.12,84.75,91.33,7.58,0.4,6.75,11.17,6.52,0.03,0.03,0.01,0.05,0.03
2016,4382,Quibdó ,33629,97.16,97.15,64.25,94.63,73.77,43.38,111.28,99.15,122.12,109.1,92.55,22.28,48.31,1.09,0.94,1.15,1.22,0.52,89.15,98.99,90.63,82.83,93.72,9.75,0.08,8.22,15.95,5.76,1.23,0.83,1.54,1.15,0.28
2014,4382,Quibdó ,33993,97.93,97.88,67.11,95.19,76.78,34.54,114.41,100.43,127.45,112.1,90.96,22.06,19.05,2.29,1,1.91,3.32,1.85,91.41,98.89,92.91,86.82,92.65,6.31,0.11,5.17,9.86,5.5,0.03,0,0.02,0.06,0
2012,4382,Quibdó ,34642,975954044223775,97.55,78.13,94.85,70.17,36.53,112.94,78.13,94.85,70.17,36.53,19.64,50,2.64,1.16,2.25,3.27,3.82,89.89,98.51,91.92,84.5,90.23,7.46,0.33,5.83,12.23,5.94,0.01,0,0.03,0,0
2017,4382,Quibdó ,33440,93.46,93.45,73.15,92.06,72.19,38.78,105.42,109.9,117.79,99.08,81.95,21.752,52.48,1.13,1.82,1.02,1.18,0.89,88.98,97.84,90.15,83.1,93.31,9.88,0.34,8.83,15.72,5.8,1.15,0.65,1.73,0.67,0.16
2015,4382,Quibdó ,33825,98.2,98.19,67.79,94.36,75.39,38.61,113.7,101.51,125.39,111.94,91.74,21.93,41.67,1.8,1.09,1.38,2.91,0.81,92.57,98.69,92.67,89.62,96.7,5.63,0.22,5.94,7.47,2.49,0.19,0.07,0.25,0.18,0
2011,4382,Quibdó ,34622,100.21,100.19,66.75,96.31,69.74,39.97,132.64,80.27,141.23,143.5,116.23,25.59,38.67,6.27,5.23,5.89,7.66,4.42,85.63,94.54,87.28,80.09,89.26,8.1,0.23,6.83,12.24,6.32,0.25,0.09,0.3,0.23,0.12
2013,3803,Quindio (ETC),55301,85.27,85.26,52.81,78.13,75.75,43.35,99.11,78.83,103.22,109.52,79.03,52.34,61.19,6.05,7.11,5.18,7.55,4.12,89.42,92.77,91.27,85.71,91.67,4.54,0.12,3.55,6.74,4.21,1.45,0.06,1.45,1.99,0.69
2015,3803,Quindio (ETC),54260,80.9,80.82,44.65,73.17,73.68,44.26,92.97,67.89,90.05,109.15,80.96,28.08,1.49,7.02,6.73,5.94,8.91,5.25,87.48,93.09,90.29,82.58,89.58,5.5,0.17,3.78,8.51,5.18,1.34,0.07,1.06,2.08,0.77
2016,3803,Quindio (ETC),53924,77.51,77.4,45.45,69.99,72.92,43.16,89.43,67.13,85.51,104.52,80.73,27.147,39.33,6.83,6.76,5.87,8.8,4.36,86.95,93,89.53,81.61,90.72,6.22,0.25,4.6,9.59,4.92,1.06,0.04,0.67,1.81,0.71
2012,3803,Quindio (ETC),55648,889322167912593,88.89,58.91,85.86,76.31,42.25,101.99,58.91,85.86,76.31,42.25,28.35,8.96,6.83,7.02,6.19,8.25,4.92,89.64,92.81,91.56,85.91,91.6,3.53,0.17,2.26,5.84,3.48,1.71,0.17,1.18,2.92,1.05
2011,3803,Quindio (ETC),56579,90.86,90.84,65.79,86.99,78.03,41.8,102.89,82.53,111.49,110.75,77.54,23.4,76.7,5.77,6.3,5.44,6.76,3.81,92.13,93.7,93.41,89.84,93.11,2.09,0,1.15,3.4,3.09,0.92,0.06,0.67,1.43,0.84
2017,3803,Quindio (ETC),53735,75.46,75.27,43.51,68.61,69.6,42.13,86.67,64.55,83.17,100.24,80.04,28.797,2.24,5.42,5.72,4.83,6.65,3.68,88.51,93.99,90.55,84.34,90.86,6.07,0.29,4.62,9.01,5.46,0.86,0.04,0.59,1.54,0.24
2014,3803,Quindio (ETC),54721,83.19,83.17,46.11,75.91,75.97,40.45,96.73,70.73,97.36,111.12,79.87,29.79,14.13,3.98,4.43,3.45,4.79,3.18,93.39,95.54,94.85,90.65,95.35,2.63,0.03,1.71,4.56,1.47,1.06,0.07,0.79,1.67,0.68
2014,4449,Riohacha,68133,70.53,70.48,42.77,66.29,47.47,23.45,83.81,80.43,103.69,71.68,48.11,23.19,20.33,4.87,3,4.53,6.47,4.09,93.51,96.5,94.55,90.36,93.05,1.61,0.5,0.92,3.17,2.86,2.9,1.27,2.9,3.87,1.38
2015,4449,Riohacha,71060,69.53,69.46,42.29,66.79,46.55,22.79,79.12,80.09,94.91,71.13,45.8,23.2,10.18,2.97,3.3,2.81,3.46,1.64,91.57,95.46,92.28,88.24,94.51,5.46,1.24,4.91,8.3,3.85,3.1,1.68,3.43,3.41,0.87
2011,4449,Riohacha,59008,76.44,76.33,49.68,68.35,49.22,26.38,87.94,91.37,105.09,76.1,53.57,19.8,57.38,8.36,2.88,6.67,14.08,8.93,89.45,96.41,90.8,84.24,87.33,2.19,0.71,2.53,1.68,3.74,2.44,2.59,2.14,3.36,1.11
2013,4449,Riohacha,65169,71.11,71.06,42.26,66.16,48.55,22.57,80.63,86.79,94.55,72.01,48.76,45.77,0.55,4.68,3.08,4.63,5.28,5.47,93.1,95.81,93.24,91.83,92.32,2.22,1.12,2.13,2.9,2.21,2.74,1.72,2.66,3.66,1.47
2016,4449,Riohacha,73852,68.34,68.27,43.87,65.58,46.09,21.96,77.27,83.18,91.24,71.29,43.02,22.403,10.63,3.38,4.11,3.26,3.65,1.95,89.97,93.3,90.05,87.74,94.23,6.65,2.59,6.69,8.6,3.83,8.6,7.59,8.48,10.26,3.48
2017,4449,Riohacha,76495,65.62,65.55,44.71,62.93,45.63,22.38,72.35,60.28,85.18,70.21,45.46,24.995,9.55,3.41,5.64,3.04,3.69,2.75,87.29,92.9,87.6,84.27,92.19,9.3,1.46,9.36,12.04,5.06,7.71,7.63,8.22,8.18,2.01
2012,4449,Riohacha,62535,743551611097785,74.26,50.74,66.69,49.38,25.67,88.59,50.74,66.69,49.38,25.67,23.3,55.74,6.4,6.04,5.54,6.2,14.33,91.26,92.98,92.05,90.57,84.61,2.34,0.98,2.41,3.23,1.06,1.65,0.34,1.54,2.64,1.28
2015,7609,Rionegro,24439,85.09,84.91,59.57,77.6,77.89,51.14,97.65,74.72,89.51,113.96,95.9,29.29,62.5,4.33,2.55,1.87,7.57,3.53,84.68,96.99,89.51,75.47,90.22,10.99,0.46,8.62,16.96,6.26,2.6,0.36,1.75,4.16,1.8
2016,7609,Rionegro,24599,83.87,83.59,52.11,77.94,76.27,49.68,95.33,66.15,90.39,109.76,92.33,28.788,85,3.71,1.78,2.03,6.05,3.14,81.34,97.7,86.39,72.16,84.86,14.95,0.52,11.58,21.79,12,6.1,1.36,5.2,8.91,2.88
2014,7609,Rionegro,24377,86.46,86.27,59.83,79.46,81.37,51.42,99,75.01,91.04,114.8,98.99,30.05,72.5,1.68,1.96,1.02,2.29,1.86,95.36,97.87,96.86,93.01,96.16,2.96,0.17,2.13,4.7,1.98,1.26,0.43,0.64,2.32,0.58
2012,7609,Rionegro,24236,903243109423997,90.18,72.17,81.43,84.41,57.99,103.56,72.17,81.43,84.41,57.99,28.01,61.36,3.78,3.47,2.89,5.34,2.55,86.76,95.86,89.52,80.85,89.32,9.45,0.68,7.59,13.81,8.13,3.73,0.75,2.67,6.33,1.61
2011,7609,Rionegro,24289,92.36,92.15,68.24,84.93,86.93,62.04,105.04,78.18,96.25,118.33,112.91,26.3,27.27,3.33,2.35,2.03,4.97,3.41,88.4,97.39,93.24,82.69,84.69,8.26,0.25,4.73,12.34,11.91,5.29,1.26,4,7.65,4.83
2013,7609,Rionegro,24353,88.6,88.41,65.99,80.38,82.76,54.22,101.47,81.73,92.62,117.02,102.21,45.75,12.5,3.72,2.99,2.45,5.37,3.43,84.68,96.61,88.63,77.15,87.41,11.6,0.39,8.92,17.48,9.16,1.59,0.08,1.07,2.43,1.56
2017,7609,Rionegro,24795,82.84,82.53,57.04,76.61,73.96,46.33,94.04,70.86,90.17,106.5,89.34,31.147,100,3.92,2.38,2.41,6.06,3.38,80.21,97,86.06,69.33,84.98,15.87,0.62,11.53,24.61,11.64,11.91,1.76,9.87,17.17,7.9
2017,3805,Risaralda (ETC),60975,77.29,77.26,48.19,71.86,64.87,39.24,89.52,72.46,93.7,96,74.53,26.577,16.49,5.07,4.97,3.73,7.16,4.31,92.01,94.92,94.61,87.54,92.89,2.93,0.11,1.66,5.3,2.8,2.23,0.27,1.8,3.6,1.13
2015,3805,Risaralda (ETC),61699,78.7,78.7,43.61,74.17,66.84,35.25,89.84,71.51,94.92,97.82,70.29,25.21,37.16,5.65,5.03,4.21,8.05,4.59,92.4,94.94,94.69,88.6,92.92,1.96,0.03,1.1,3.35,2.49,2.49,0.49,2.16,3.72,1.31
2011,3805,Risaralda (ETC),64186,84.9,84.89,56.48,86.03,62.97,31.62,98.03,76.51,116.5,97.32,64.51,18.11,25.25,4.35,3.5,3.72,5.85,3.31,95.42,96.5,96.28,94.15,94.38,0.23,0,0,0.01,2.31,2.38,0.2,1.68,4.36,1.09
2013,3805,Risaralda (ETC),62813,81.92,81.91,50.99,78.38,65.47,34.56,96.33,83.48,107.97,99.26,68.1,34.14,6.09,5.04,4.61,3.2,7.97,4.46,94.15,95.18,96.26,91.17,93.2,0.81,0.21,0.54,0.86,2.34,1.55,0.21,1.57,2.09,0.78
2014,3805,Risaralda (ETC),62200,79.69,79.68,43.07,75.94,65.91,34.58,92.62,74.34,100.29,99.21,69.47,25.67,39.41,2.75,2.86,1.85,4.04,2.61,97.1,97.14,98.15,95.96,96.04,0.14,0,0,0,1.34,1.6,0.37,1.29,2.44,1.13
2012,3805,Risaralda (ETC),63272,840482361866228,84.04,57.74,84.87,64.02,33.81,97.24,57.74,84.87,64.02,33.81,17.37,36.2,5.21,4.54,4.35,7.02,4.25,94.19,95.44,95.25,92.38,93.76,0.6,0.02,0.4,0.6,2,2.09,0.09,1.75,3.35,1.38
2016,3805,Risaralda (ETC),61287,77.77,77.76,46.13,72.57,66,36.96,91.38,74.32,99.29,95.45,71.72,26.986,33.73,4.48,4.74,2.87,6.77,3.94,95.42,95.26,97.13,93.23,95.19,0.1,,,,0.86,1.78,0.29,1.64,2.54,1.03
2016,7740,Sabaneta,7503,128.31,128.11,91.81,130.12,121.72,69.63,138.97,116.05,143.57,157.74,108.83,29.039,88.89,2.13,2.2,1.55,3.02,1.47,95.35,97.25,96.72,93.03,96.74,2.52,0.55,1.73,3.95,1.79,2.66,0.28,1.69,4.83,0.63
2011,7740,Sabaneta,8328,118.77,118.73,100,118.7,104.56,71.82,127.53,120.22,137.23,134.51,101.31,26.03,100,5.28,6.45,5.22,5.54,4.24,86.34,93.09,88.59,82.59,86.98,8.38,0.46,6.2,11.87,8.78,1.09,0.23,0.79,1.51,1.18
2017,7740,Sabaneta,7367,128.76,128.53,95,128.21,120.42,73.26,138.58,116.67,143.13,155.05,111.26,34.382,88.89,1.86,2.31,1.72,2.01,1.73,91.62,97.69,93.71,88.36,91.96,6.51,,4.57,9.63,6.31,3.39,0.29,2.67,5.26,1.73
2014,7740,Sabaneta,7746,121.47,121.39,106.17,120.37,113.91,66.01,132.08,131.58,136.84,146.65,99.82,29.99,100,1.58,0.5,1.3,2.12,1.38,98.36,99.5,98.7,97.88,98.19,0.06,0,0,0,0.43,4.59,0.25,2.88,7.93,2.23
2015,7740,Sabaneta,7599,125.21,125.06,102.57,124.94,119.16,66.58,135.36,124.7,139.26,154.29,101.65,29.21,100,3.85,2.27,2.25,5.95,3.32,89.51,97.73,92.89,83.41,93.14,6.63,0,4.85,10.64,3.54,5.11,1.01,2.83,9.25,1.99
2013,7740,Sabaneta,7923,118.12,118.01,95.43,119.42,106.81,69.67,128.89,119.05,136.06,138.04,104.17,35.5,100,2.67,1.52,1.67,4.07,2.32,97.33,98.48,98.33,95.93,97.68,0,0,0,0,0,0.51,0,0.27,1.05,0
2012,7740,Sabaneta,8117,117617346310213,117.46,99.62,120.89,103.02,67.63,127.21,99.62,120.89,103.02,67.63,30.47,100,3.29,2.94,2.29,3.77,4.84,90.23,97.06,93.04,86.39,89.46,6.48,0,4.66,9.84,5.71,0.17,0.25,0.11,0.28,0
2016,3784,Sahagún,19890,104.09,104.09,65.21,99.27,86.82,56.25,133.87,98.28,132.1,140.6,143.31,21.232,50,2.32,1.94,1.56,3.28,2.77,94.46,97.28,95.78,92.59,92.9,3.22,0.78,2.66,4.13,4.33,6.13,1.04,6.43,7.21,5.17
2011,3784,Sahagún,21119,102.41,102.4,72.32,99.79,80.46,47.08,114.92,104.74,125.75,115.38,92.73,21.25,50.43,2.31,4,2.46,1.9,1.85,97.51,95.94,97.54,98.1,96.79,0.18,0.06,0,0,1.36,2.62,0.81,2.52,3.41,1.92
2013,3784,Sahagún,20579,102.41,102.4,71.57,100.74,86.91,47.84,117.81,105.47,129.74,117.62,94.9,32.42,99.09,3.45,1.68,4.14,3.41,2.17,96.55,98.32,95.86,96.59,97.83,0,0,0,0,0,2.55,0.17,2.43,3.35,2.28
2012,3784,Sahagún,20769,104761904761905,104.75,77.08,100.64,86.02,50.66,115.15,77.08,100.64,86.02,50.66,22.57,17.95,2.97,4.13,2.26,3.56,3.3,96.67,95.87,97.71,96.41,93.99,0.35,0,0.03,0.03,2.71,1.23,0.61,1.3,1.22,1.39
2017,3784,Sahagún,19719,101.74,101.72,67.78,97.16,88.27,53.15,124.27,102.98,122.59,134.71,118.51,20.8,20.56,1.58,2.23,0.98,2.23,1.62,97.38,97.59,98.46,96.36,96.1,1.03,0.19,0.56,1.41,2.27,3.61,0.5,3.41,4.79,3.09
2015,3784,Sahagún,20092,103.46,103.44,62.46,100,85.98,55.87,127.14,93.83,120.31,148.52,118.64,21.44,52.29,1.48,1.89,0.86,2.08,1.95,98.38,98.11,99.14,97.92,96.87,0.14,0,0,0,1.18,4.43,0.88,4.36,5.79,3.05
2014,3784,Sahagún,20323,103.53,103.52,68.46,101.53,88.09,50.7,127.6,103.8,121.14,151.56,108.02,22.65,72.97,3.31,0.7,4.37,2.89,2.21,96.69,99.3,95.63,97.11,97.75,0,0,0,0,0.04,2.74,0.29,2.78,3.72,1.45
2012,3800,San Andres de Tumaco,52713,966611651774705,96.64,65.61,89.77,55.04,19.39,122.67,65.61,89.77,55.04,19.39,24.51,4.64,1.9,1.92,2.11,1.55,1.53,94.94,97.9,94.65,94.02,97.73,3.16,0.18,3.24,4.43,0.75,1.32,0.11,1.14,2.2,0.63
2016,3800,San Andres de Tumaco,55553,77.5,77.47,37.27,75.77,52.93,22.85,93.91,77.86,111.46,91.54,59.19,23.788,26,1.44,0.9,1.45,1.63,1.17,96.56,99.04,96.01,96.42,98.34,2,0.06,2.54,1.95,0.49,3.98,1.72,4.93,3.78,0.6
2013,3800,San Andres de Tumaco,53396,89.09,89.09,45.87,87.2,55.59,19.36,110.47,90.05,130.44,111.07,63.59,41.33,23.86,2.66,0.76,2.8,3.17,1.66,97.34,99.24,97.2,96.83,98.34,0,0,0,0,0,1.56,0.12,2.37,0.76,0.21
2017,3800,San Andres de Tumaco,56203,79.04,78.97,34.11,76.36,55.36,23.49,97.95,75.02,117.25,96.69,60.05,26.417,24.41,1.44,1.71,1.16,1.74,1.9,93.02,97.91,92.48,91.86,96.59,5.54,0.38,6.36,6.4,1.51,2.88,1.51,3.57,2.66,0.55
2015,3800,San Andres de Tumaco,54876,84.21,84.21,40.55,83.15,55.41,20.45,103.26,80.46,120.14,105.26,64.53,26.34,26.96,1.38,1.57,1.55,1.14,1,94.52,98.41,93.37,94.98,97.15,4.1,0.03,5.09,3.88,1.86,5.09,3.1,6.14,4.56,1.63
2014,3800,San Andres de Tumaco,54123,86.33,86.33,43.38,84.78,56.15,18.79,108.46,88.4,125.65,111.15,65.3,27.21,17.19,4.46,0.5,4.53,5.63,3.52,95.53,99.5,95.47,94.37,96.37,0.01,0,0,0,0.12,1.23,0.39,1.62,0.98,0.35
2011,3800,San Andres de Tumaco,51966,94.13,94.12,54,91.99,52.57,18.12,115.62,84.98,144.75,108.64,62.27,19.85,11.15,5.64,4.87,5.68,6.26,3.36,91.62,94.92,91.3,90.67,95.03,2.75,0.21,3.02,3.06,1.61,0.82,0.17,0.79,1.17,0.24
2016,4911,Santa Marta,119614,88.42,88.05,55.72,83.63,74.33,42.91,99.9,93.24,104.25,107.43,77.8,23.672,64.74,3.63,4.9,3.69,3.62,2.68,92.06,93.53,92.65,90.33,94.58,4.31,1.56,3.66,6.04,2.74,1.21,1.17,0.89,1.76,0.63
2011,4911,Santa Marta,117236,86.98,86.72,53.35,82.93,68.37,42.57,102.34,85.53,112.46,101.95,84.53,21.57,23.23,4.87,3.19,5.25,4.52,5.48,93.91,96.35,93.89,94.05,92.13,1.22,0.46,0.86,1.42,2.39,1.09,0.57,0.88,1.64,0.47
2014,4911,Santa Marta,119233,87.88,87.6,56.97,83.22,73.99,40.82,101.21,95.69,109.52,104.62,76.24,21.06,20.34,2.76,3.66,2.68,2.77,2.49,97.07,96.32,97.22,97.08,96.96,0.17,0.02,0.1,0.15,0.55,1.19,0.95,0.86,1.82,0.49
2013,4911,Santa Marta,118670,88.18,87.92,57.52,83.5,73.26,40.78,108.68,100.84,127.45,102.77,76.8,34.63,55.93,4.17,5.42,4.2,4.16,3.23,92.79,92,92.72,92.43,94.75,3.04,2.59,3.09,3.41,2.02,1.23,0.7,0.91,1.8,0.99
